unique_ID,SMILES,InChI,pka_type,pka_value,T,remarks,method,assessment,ref,ref_remarks,entry_remarks,original_IUPAC_names,name_contributors,num_name_contributors,original_IUPAC_nicknames,source,pressure,acidity_label,original_T,solvent,temperature,Canonicalized SMILES,Canonicalized Taste,Source,Original Labels
serjeant4701,O=C(O)CCc1ccc(Cl)cc1,"InChI=1S/C9H9ClO2/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-2,4-5H,3,6H2,(H,11,12)",pKa1,4.66,25,C=0.0008,E3bg,Approximate,T55,,,"propanoic acid, 3-(4-chlorophenyl)-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,25.0,O=C(O)CCc1ccc(Cl)cc1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4702,O=C(O)CCc1ccccc1Br,"InChI=1S/C9H9BrO2/c10-8-4-2-1-3-7(8)5-6-9(11)12/h1-4H,5-6H2,(H,11,12)",pKa1,4.58,25,C=0.01,E3bg,Approximate,B114,,,"propanoic acid, 3-(2-bromophenyl)-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,25.0,O=C(O)CCc1ccccc1Br,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4703,O=C(O)CCc1ccccc1F,"InChI=1S/C9H9FO2/c10-8-4-2-1-3-7(8)5-6-9(11)12/h1-4H,5-6H2,(H,11,12)",pKa1,4.6,25,C=0.01,E3bg,Approximate,B114,,,"propanoic acid, 3-(2-fluorophenyl)-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,25.0,O=C(O)CCc1ccccc1F,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4706a,O=C1C2C3C=CC(C3)C2C(=O)N1O,"InChI=1S/C9H9NO3/c11-8-6-4-1-2-5(3-4)7(6)9(12)10(8)13/h1-2,4-7,13H,3H2",pKa1,5.9,30,,E3bg,Uncertain,S117,,,"4-Azatricyclo[5.2.1.0(2,6)]dec-8-ene-3,5-dione, 4-hydroxy-","['OPSIN_name1', 'manual_only_one']",2,,serjeant,,A,,,30.0,O=C1C2C3C=CC(C3)C2C(=O)N1O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4708,CC(=O)Nc1cccc(C(=O)O)c1,"InChI=1S/C9H9NO3/c1-6(11)10-8-4-2-3-7(5-8)9(12)13/h2-5H,1H3,(H,10,11)(H,12,13)",pKa1,4.03,25,C=0.001,E3bg,Approximate,B155,,,"benzoic acid, 3-acetylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,25.0,CC(=O)Nc1cccc(C(=O)O)c1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4709a,NC=1C=C(C(=CC1)O)\C=C/C(=O)O,"InChI=1S/C9H9NO3/c10-7-2-3-8(11)6(5-7)1-4-9(12)13/h1-5,11H,10H2,(H,12,13)/b4-1-",pKa1,3.49,30,Estimated value of mixed constant,,Uncertain,H36,,,"propenoic acid, 3-(3-amino-6-hydroxyphenyl)-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,30.0,Nc1ccc(O)c(/C=C\C(=O)O)c1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4711,Cc1cc(Cl)ccc1OCC(=O)O,"InChI=1S/C9H9ClO3/c1-6-4-7(10)2-3-8(6)13-5-9(11)12/h2-4H,5H2,1H3,(H,11,12)",pKa1,3.107,25,C=0.0005-0.0026,"C2, R1c",Reliable,M58,,,"acetic acid, 2-(4-chloro-2-methylphenoxy)-","['OPSIN_name1', 'pubchem_name1', 'chemaxon_name1']",3,,serjeant,,A,,,25.0,Cc1cc(Cl)ccc1OCC(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4713,O=C(O)CNC(=O)c1ccccc1O,"InChI=1S/C9H9NO4/c11-7-4-2-1-3-6(7)9(14)10-5-8(12)13/h1-4,11H,5H2,(H,10,14)(H,12,13)",pKa1,3.41,25,I=0.1(NaClO4),E3bg,Approximate,P8,,,"acetic acid, 2-(2-hydroxybenzoylamino)-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,25.0,O=C(O)CNC(=O)c1ccccc1O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4716,O=C(O)CCc1cccc([N+](=O)[O-])c1,"InChI=1S/C9H9NO4/c11-9(12)5-4-7-2-1-3-8(6-7)10(13)14/h1-3,6H,4-5H2,(H,11,12)",pKa1,4.53,25,,E3ag,Approximate,H48,Values in mixed solvents are also given,,"propanoic acid, 3-(3-nitrophenyl)-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,25.0,O=C(O)CCc1cccc([N+](=O)[O-])c1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4717,O=C(O)CCc1ccc([N+](=O)[O-])cc1,"InChI=1S/C9H9NO4/c11-9(12)6-3-7-1-4-8(5-2-7)10(13)14/h1-2,4-5H,3,6H2,(H,11,12)",pKa1,4.54,25,C=0.0008,E3bg,Approximate,T55,,,"propanoic acid, 3-(4-nitrophenyl)-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,25.0,O=C(O)CCc1ccc([N+](=O)[O-])cc1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4719,Cc1cc([N+](=O)[O-])c(C)c(C(=O)O)c1O,"InChI=1S/C9H9NO5/c1-4-3-6(10(14)15)5(2)7(8(4)11)9(12)13/h3,11H,1-2H3,(H,12,13)",pKa1,2.78,25,"I=0.1(KCl), mixed constants",E3bg,Approximate,F35a,,,"benzoic acid, 2-hydroxy-3,6-dimethyl-5-nitro-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,25.0,Cc1cc([N+](=O)[O-])c(C)c(C(=O)O)c1O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4720,CCOC(=O)c1ccc([N+](=O)[O-])c(O)c1,"InChI=1S/C9H9NO5/c1-2-15-9(12)6-3-4-7(10(13)14)8(11)5-6/h3-5,11H,2H2,1H3",pKa1,6.11,25,"C=0.00001-0.0001, I=0.1, mixed constant",O5,Approximate,H11,,,Ethyl 3-hydroxy-4-nitrobenzoate,"['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,25.0,CCOC(=O)c1ccc([N+](=O)[O-])c(O)c1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4721,CCOC(=O)c1ccc(O)c([N+](=O)[O-])c1,"InChI=1S/C9H9NO5/c1-2-15-9(12)6-3-4-8(11)7(5-6)10(13)14/h3-5,11H,2H2,1H3",pKa1,5.44,25,"C=0.0002, I=0.5, mixed constant",O5,Approximate,R15,,,Ethyl 4-hydroxy-3-nitrobenzoate,"['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,25.0,CCOC(=O)c1ccc(O)c([N+](=O)[O-])c1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4734,O=C(O)CSCc1ccccc1,"InChI=1S/C9H10O2S/c10-9(11)7-12-6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,10,11)",pKa1,3.708,25,"C=0.001, I=0.10(KNO3), concentration constant",E3bg,Approximate,P40,,,"acetic acid, 2-benzylthio-",['manual_inconsistent'],1,,serjeant,,A,,,25.0,O=C(O)CSCc1ccccc1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4735,Cc1ccccc1SCC(=O)O,"InChI=1S/C9H10O2S/c1-7-4-2-3-5-8(7)12-6-9(10)11/h2-5H,6H2,1H3,(H,10,11)",pKa1,3.38,20,"C=0.001, I=0.1(KNO3), mixed constant",E3bg,Approximate,P39,,,"acetic acid, 2-(2-methylphenyl)thio-",['manual_inconsistent'],1,,serjeant,,A,,,20.0,Cc1ccccc1SCC(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4736,Cc1cccc(SCC(=O)O)c1,"InChI=1S/C9H10O2S/c1-7-3-2-4-8(5-7)12-6-9(10)11/h2-5H,6H2,1H3,(H,10,11)",pKa1,3.604,25,C=0.01,E3bg,Approximate,P13,Value in mixed solvent is also given,,"acetic acid, 2-(3-methylphenyl)thio-",['manual_inconsistent'],1,,serjeant,,A,,,25.0,Cc1cccc(SCC(=O)O)c1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4736,Cc1cccc(SCC(=O)O)c1,"InChI=1S/C9H10O2S/c1-7-3-2-4-8(5-7)12-6-9(10)11/h2-5H,6H2,1H3,(H,10,11)",pKa1,3.39,20,"C=0.001, I=0.1(KNO3), mixed constant",E3bg,Approximate,P39,,,"acetic acid, 2-(3-methylphenyl)thio-",['manual_inconsistent'],1,,serjeant,,A,,,20.0,Cc1cccc(SCC(=O)O)c1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4737,Cc1ccc(SCC(=O)O)cc1,"InChI=1S/C9H10O2S/c1-7-2-4-8(5-3-7)12-6-9(10)11/h2-5H,6H2,1H3,(H,10,11)",pKa1,3.689,25,C=0.01,E3bg,Approximate,P13,Value in mixed solvent is also given,,"acetic acid, 2-(4-methylphenyl)thio-",['manual_inconsistent'],1,,serjeant,,A,,,25.0,Cc1ccc(SCC(=O)O)cc1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4737,Cc1ccc(SCC(=O)O)cc1,"InChI=1S/C9H10O2S/c1-7-2-4-8(5-3-7)12-6-9(10)11/h2-5H,6H2,1H3,(H,10,11)",pKa1,3.45,20,"C=0.001, I=0.1(KNO3), mixed constant",E3bg,Approximate,P39,,,"acetic acid, 2-(4-methylphenyl)thio-",['manual_inconsistent'],1,,serjeant,,A,,,20.0,Cc1ccc(SCC(=O)O)cc1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4738,CSc1ccccc1SCC(=O)O,"InChI=1S/C9H10O2S2/c1-12-7-4-2-3-5-8(7)13-6-9(10)11/h2-5H,6H2,1H3,(H,10,11)",pKa1,3.57,20,"C=0.001, I=0.1(KNO3), mixed constant",E3bg,Approximate,P39,,,"acetic acid, 2-(2-methylthiophenyl)thio-",['manual_inconsistent'],1,,serjeant,,A,,,20.0,CSc1ccccc1SCC(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4739,CSc1cccc(SCC(=O)O)c1,"InChI=1S/C9H10O2S2/c1-12-7-3-2-4-8(5-7)13-6-9(10)11/h2-5H,6H2,1H3,(H,10,11)",pKa1,3.468,25,C=0.01,E3bg,Approximate,P13,Value in mixed solvent is also given,,"acetic acid, 2-(3-methylthiophenyl)thio-",['manual_inconsistent'],1,,serjeant,,A,,,25.0,CSc1cccc(SCC(=O)O)c1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4740,CSc1ccc(SCC(=O)O)cc1,"InChI=1S/C9H10O2S2/c1-12-7-2-4-8(5-3-7)13-6-9(10)11/h2-5H,6H2,1H3,(H,10,11)",pKa1,3.52,20,"C=0.001, I=0.1(KNO3), mixed constant",E3bg,Approximate,P39,,,"acetic acid, 2-(4-methylthiophenyl)thio-",['manual_inconsistent'],1,,serjeant,,A,,,20.0,CSc1ccc(SCC(=O)O)cc1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4741,Cc1ccccc1[Se]CC(=O)O,"InChI=1S/C9H10O2Se/c1-7-4-2-3-5-8(7)12-6-9(10)11/h2-5H,6H2,1H3,(H,10,11)",pKa1,3.76,20,"C=0.001, I=0.1(KNO3), mixed constant",E3bg,Approximate,P39,,,"acetic acid, 2-(2-methylphenyl)seleno-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,20.0,Cc1ccccc1[Se]CC(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4742,Cc1cccc([Se]CC(=O)O)c1,"InChI=1S/C9H10O2Se/c1-7-3-2-4-8(5-7)12-6-9(10)11/h2-5H,6H2,1H3,(H,10,11)",pKa1,3.78,20,"C=0.001, I=0.1(KNO3), mixed constant",E3bg,Approximate,P39,,,"acetic acid, 2-(3-methylphenyl)seleno-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,20.0,Cc1cccc([Se]CC(=O)O)c1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4743,Cc1ccc([Se]CC(=O)O)cc1,"InChI=1S/C9H10O2Se/c1-7-2-4-8(5-3-7)12-6-9(10)11/h2-5H,6H2,1H3,(H,10,11)",pKa1,3.83,20,"C=0.001, I=0.1(KNO3), mixed constant",E3bg,Approximate,P39,,,"acetic acid, 2-(4-methylphenyl)seleno-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,20.0,Cc1ccc([Se]CC(=O)O)cc1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4748,O=C(O)c1nc(O)nc2c1CCCC2,"InChI=1S/C9H10N2O3/c12-8(13)7-5-3-1-2-4-6(5)10-9(14)11-7/h1-4H2,(H,12,13)(H,10,11,14)",pKa1,3.36,20,"C=0.00014, I=0.01",O5,Approximate,A75,,,"quinazolinecarboxylic acid, 5,6,7,8-tetrahydro-2-hydroxy-","['OPSIN_name1', 'manual_only_one']",2,,serjeant,,A,,,20.0,O=C(O)c1nc(O)nc2c1CCCC2,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4749,Cc1nc2c([nH]c1=O)c(=O)n(C)c(=O)n2C,"InChI=1S/C9H10N4O3/c1-4-7(14)11-5-6(10-4)12(2)9(16)13(3)8(5)15/h1-3H3,(H,11,14)",pKa1,6.7,20,,E3bg,Approximate,P43,,,"pteridine-2,4,6(1H,3H,5H)-trione, 1,3,7-trimethyl-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,20.0,Cc1nc2c([nH]c1=O)c(=O)n(C)c(=O)n2C,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4751,Cc1nc2c(=O)n(C)c(=O)n(C)c2[nH]c1=O,"InChI=1S/C9H10N4O3/c1-4-7(14)11-6-5(10-4)8(15)13(3)9(16)12(6)2/h1-3H3,(H,11,14)",pKa1,3.8,20,,E3bg,Approximate,P42,,,"pteridine-2,4,7(1H,3H,8H)-trione, 1,3,6-trimethyl-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,20.0,Cc1nc2c(=O)n(C)c(=O)n(C)c2[nH]c1=O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4752,Cc1nc2c(=O)n(C)c(=O)[nH]c2n(C)c1=O,"InChI=1S/C9H10N4O3/c1-4-7(14)12(2)6-5(10-4)8(15)13(3)9(16)11-6/h1-3H3,(H,11,16)",pKa1,4.22,20,C=0.001,E3bg,Approximate,P47,,,"pteridine-2,4,7(1H,3H,8H)-trione, 3,6,8-trimethyl-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,20.0,Cc1nc2c(=O)n(C)c(=O)[nH]c2n(C)c1=O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4753,COc1ccccc1SCC(=O)O,"InChI=1S/C9H10O3S/c1-12-7-4-2-3-5-8(7)13-6-9(10)11/h2-5H,6H2,1H3,(H,10,11)",pKa1,3.59,20,"C=0.001, I=0.1(KNO3), mixed constant",E3bg,Approximate,P39,,,"acetic acid, 2-(2-methoxyphenyl)thio-",['manual_inconsistent'],1,,serjeant,,A,,,20.0,COc1ccccc1SCC(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4754,COc1cccc(SCC(=O)O)c1,"InChI=1S/C9H10O3S/c1-12-7-3-2-4-8(5-7)13-6-9(10)11/h2-5H,6H2,1H3,(H,10,11)",pKa1,3.39,20,"C=0.001, I=0.1(KNO3), mixed constant",E3bg,Approximate,P39,,,"acetic acid, 2-(3-methoxyphenyl)thio-",['manual_inconsistent'],1,,serjeant,,A,,,20.0,COc1cccc(SCC(=O)O)c1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4754,COc1cccc(SCC(=O)O)c1,"InChI=1S/C9H10O3S/c1-12-7-3-2-4-8(5-7)13-6-9(10)11/h2-5H,6H2,1H3,(H,10,11)",pKa1,3.546,25,C=0.01,E3bg,Approximate,P13,Value in mixed solvent is also given,,"acetic acid, 2-(3-methoxyphenyl)thio-",['manual_inconsistent'],1,,serjeant,,A,,,25.0,COc1cccc(SCC(=O)O)c1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4755,COc1ccc(SCC(=O)O)cc1,"InChI=1S/C9H10O3S/c1-12-7-2-4-8(5-3-7)13-6-9(10)11/h2-5H,6H2,1H3,(H,10,11)",pKa1,3.54,20,"C=0.001, I=0.1(KNO3), mixed constant",E3bg,Approximate,P39,,,"acetic acid, 2-(4-methoxyphenyl)thio-",['manual_inconsistent'],1,,serjeant,,A,,,20.0,COc1ccc(SCC(=O)O)cc1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4755,COc1ccc(SCC(=O)O)cc1,"InChI=1S/C9H10O3S/c1-12-7-2-4-8(5-3-7)13-6-9(10)11/h2-5H,6H2,1H3,(H,10,11)",pKa1,3.7,25,C=0.01,E3bg,Approximate,P13,Value in mixed solvent is also given,,"acetic acid, 2-(4-methoxyphenyl)thio-",['manual_inconsistent'],1,,serjeant,,A,,,25.0,COc1ccc(SCC(=O)O)cc1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4756,Cc1cccc(S(=O)CC(=O)O)c1,"InChI=1S/C9H10O3S/c1-7-3-2-4-8(5-7)13(12)6-9(10)11/h2-5H,6H2,1H3,(H,10,11)",pKa1,2.756,25,C=0.01,E3bg,Approximate,P13,Value in mixed solvent is also given,,"acetic acid, 2-(m-tolyl)sulfinyl-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,25.0,Cc1cccc(S(=O)CC(=O)O)c1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4757,Cc1ccc(S(=O)CC(=O)O)cc1,"InChI=1S/C9H10O3S/c1-7-2-4-8(5-3-7)13(12)6-9(10)11/h2-5H,6H2,1H3,(H,10,11)",pKa1,2.74,25,C=0.01,E3bg,Approximate,P13,Value in mixed solvent is also given,,"acetic acid, 2-(p-tolyl)sulfinyl-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,25.0,Cc1ccc(S(=O)CC(=O)O)cc1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4758,COc1ccccc1[Se]CC(=O)O,"InChI=1S/C9H10O3Se/c1-12-7-4-2-3-5-8(7)13-6-9(10)11/h2-5H,6H2,1H3,(H,10,11)",pKa1,3.87,20,"C=0.001, I=0.1(KNO3), mixed constant",E3bg,Approximate,P39,,,"acetic acid, 2-(2-methoxyphenyl)seleno-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,20.0,COc1ccccc1[Se]CC(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4759,COc1cccc([Se]CC(=O)O)c1,"InChI=1S/C9H10O3Se/c1-12-7-3-2-4-8(5-7)13-6-9(10)11/h2-5H,6H2,1H3,(H,10,11)",pKa1,3.73,20,"C=0.001, I=0.1(KNO3), mixed constant",E3bg,Approximate,P39,,,"acetic acid, 2-(3-methoxyphenyl)seleno-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,20.0,COc1cccc([Se]CC(=O)O)c1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4760,COc1ccc([Se]CC(=O)O)cc1,"InChI=1S/C9H10O3Se/c1-12-7-2-4-8(5-3-7)13-6-9(10)11/h2-5H,6H2,1H3,(H,10,11)",pKa1,3.86,20,"C=0.001, I=0.1(KNO3), mixed constant",E3bg,Approximate,P39,,,"acetic acid, 2-(4-methoxyphenyl)seleno-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,20.0,COc1ccc([Se]CC(=O)O)cc1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4763,Cc1nc2c(=O)[nH]c(=O)[nH]c2n(CCO)c1=O,"InChI=1S/C9H10N4O4/c1-4-8(16)13(2-3-14)6-5(10-4)7(15)12-9(17)11-6/h14H,2-3H2,1H3,(H2,11,12,15,17)",pKa1,4.0,20,,E3bg,Approximate,P54,,,"pteridine-2,4,7(1H,3H,8H)-trione, 8-(2-hydroxyethyl)-6-methyl-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,20.0,Cc1nc2c(=O)[nH]c(=O)[nH]c2n(CCO)c1=O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4764,COc1ccc(S(=O)CC(=O)O)cc1,"InChI=1S/C9H10O4S/c1-13-7-2-4-8(5-3-7)14(12)6-9(10)11/h2-5H,6H2,1H3,(H,10,11)",pKa1,2.754,25,C=0.01,E3bg,Approximate,P13,Value in mixed solvent is also given,,"acetic acid, 2-(4-methoxyphenyl)sulfinyl-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,25.0,COc1ccc(S(=O)CC(=O)O)cc1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4765,Cc1cccc(S(=O)(=O)CC(=O)O)c1,"InChI=1S/C9H10O4S/c1-7-3-2-4-8(5-7)14(12,13)6-9(10)11/h2-5H,6H2,1H3,(H,10,11)",pKa1,2.567,25,C=0.01,E3bg,Approximate,P13,Value in mixed solvent is also given,,"acetic acid, 2-(m-tolyl)sulfonyl-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,25.0,Cc1cccc(S(=O)(=O)CC(=O)O)c1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4766,Cc1ccc(S(=O)(=O)CC(=O)O)cc1,"InChI=1S/C9H10O4S/c1-7-2-4-8(5-3-7)14(12,13)6-9(10)11/h2-5H,6H2,1H3,(H,10,11)",pKa1,2.542,25,C=0.01,E3bg,Approximate,P13,Value in mixed solvent is also given,,"acetic acid, 2-(p-tolyl)sulfonyl-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,25.0,Cc1ccc(S(=O)(=O)CC(=O)O)cc1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4767,O=[N+]([O-])C(COCc1ccccc1)[N+](=O)[O-],"InChI=1S/C9H10N2O5/c12-10(13)9(11(14)15)7-16-6-8-4-2-1-3-5-8/h1-5,9H,6-7H2",pKa1,3.44,20,,O5,Approximate,T58a,,,"ethane, 1-benzyloxy-2,2-dinitro-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,20.0,O=[N+]([O-])C(COCc1ccccc1)[N+](=O)[O-],sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4768,CC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,"InChI=1S/C9H10N2O5/c1-5(2)7-3-6(10(13)14)4-8(9(7)12)11(15)16/h3-5,12H,1-2H3",pKa1,4.536,25,C=0.0001,O5a,Approximate,R30,,,"phenol, 2-isopropyl-4,6-dinitro-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,25.0,CC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4770,CS(=O)(=O)c1ccc(OCC(=O)O)cc1,"InChI=1S/C9H10O5S/c1-15(12,13)8-4-2-7(3-5-8)14-6-9(10)11/h2-5H,6H2,1H3,(H,10,11)",pKa1,2.85,25,,E3ag,Approximate,H48,Value in mixed solvent is also given,,"acetic acid, 2-(4-mesylphenoxy)-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,25.0,CS(=O)(=O)c1ccc(OCC(=O)O)cc1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4771,COc1cccc(S(=O)(=O)CC(=O)O)c1,"InChI=1S/C9H10O5S/c1-14-7-3-2-4-8(5-7)15(12,13)6-9(10)11/h2-5H,6H2,1H3,(H,10,11)",pKa1,2.588,25,C=0.01,E3bg,Approximate,P13,Value in mixed solvent is also given,,"acetic acid, 2-(3-methoxyphenyl)sulfonyl-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,25.0,COc1cccc(S(=O)(=O)CC(=O)O)c1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4772,COc1ccc(S(=O)(=O)CC(=O)O)cc1,"InChI=1S/C9H10O5S/c1-14-7-2-4-8(5-3-7)15(12,13)6-9(10)11/h2-5H,6H2,1H3,(H,10,11)",pKa1,2.602,25,C=0.01,E3bg,Approximate,P13,Value in mixed solvent is also given,,"acetic acid, 2-(4-methoxyphenyl)sulfonyl-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,25.0,COc1ccc(S(=O)(=O)CC(=O)O)cc1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4776,NCc1cccc(CC(=O)O)c1,"InChI=1S/C9H11NO2/c10-6-8-3-1-2-7(4-8)5-9(11)12/h1-4H,5-6,10H2,(H,11,12)",pKa1,3.83,25,,E3ag,Approximate,H49,Values in mixed solvents are also given,,"acetic acid, 2-(3-aminomethylphenyl)-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,25.0,NCc1cccc(CC(=O)O)c1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4777,NCc1ccc(CC(=O)O)cc1,"InChI=1S/C9H11NO2/c10-6-8-3-1-7(2-4-8)5-9(11)12/h1-4H,5-6,10H2,(H,11,12)",pKa1,3.88,25,,E3ag,Approximate,H49,Values in mixed solvents are also given,,"acetic acid, 2-(4-aminomethylphenyl)-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,25.0,NCc1ccc(CC(=O)O)cc1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4779,N#CC12CCC(C(=O)O)(CC1)C2,"InChI=1S/C9H11NO2/c10-6-8-1-3-9(5-8,4-2-8)7(11)12/h1-5H2,(H,11,12)",pKa1,4.227,25,,E3bg,Approximate,W29,Values in mixed solvents are also given,,"bicyclo[2.2.1]heptane-1-carboxylic acid, 4-cyano-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,25.0,N#CC12CCC(C(=O)O)(CC1)C2,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4781,Nc1nc2c(c(C(=O)O)n1)CCCC2,"InChI=1S/C9H11N3O2/c10-9-11-6-4-2-1-3-5(6)7(12-9)8(13)14/h1-4H2,(H,13,14)(H2,10,11,12)",pKa1,4.72,20,"C=0.000035, I=0.01",O5,Approximate,A75,,,"4-Quinazolinecarboxylic acid, 2-amino-5,6,7,8-tetrahydro-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,20.0,Nc1nc2c(c(C(=O)O)n1)CCCC2,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant4782,C[S+](C)c1cccc(C(=O)O)c1,"InChI=1S/C9H10O2S/c1-12(2)8-5-3-4-7(6-8)9(10)11/h3-6H,1-2H3/p+1",pKa1,3.2,25,(cation) Anion=p-toluene sulfonate,E3ag,Approximate,B103,,,"benzoic acid, 3-dimethylsulfonio-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,25.0,C[S+](C)c1cccc(C(=O)O)c1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
