Canonicalized SMILES,Canonicalized Taste,Original Labels,Source,PubChemID,InChI,INCHIKEY
O=[N+]([O-])C[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,InChI=1S/CH2N2O4/c4-2(5)1-3(6)7/h1H2,
O=[N+]([O-])C[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,InChI=1S/CH2N2O4/c4-2(5)1-3(6)7/h1H2,
NC(=S)S,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/CH3NS2/c2-1(3)4/h(H3,2,3,4)",
O=C(O)[GeH3],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/CH4GeO2/c2-1(3)4/h2H3,(H,3,4)",
CP(=O)(O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/CH5O3P/c1-5(2,3)4/h1H3,(H2,2,3,4)",
CP(=O)(O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/CH5O3P/c1-5(2,3)4/h1H3,(H2,2,3,4)",
COP(=O)(O)OP(=O)(O)OP(=O)(O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/CH7O10P3/c1-9-13(5,6)11-14(7,8)10-12(2,3)4/h1H3,(H,5,6)(H,7,8)(H2,2,3,4)",
O=[N+]([O-])C(Cl)Cl,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,InChI=1S/CHCl2NO2/c2-1(3)4(5)6/h1H,
O=[N+]([O-])C(Cl)[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,InChI=1S/CHClN2O4/c2-1(3(5)6)4(7)8/h1H,
O=[N+]([O-])C(Cl)[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,InChI=1S/CHClN2O4/c2-1(3(5)6)4(7)8/h1H,
O=[N+]([O-])C(Cl)[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,InChI=1S/CHClN2O4/c2-1(3(5)6)4(7)8/h1H,
O=[N+]([O-])C(Br)[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,InChI=1S/CHBrN2O4/c2-1(3(5)6)4(7)8/h1H,
O=[N+]([O-])C(Br)[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,InChI=1S/CHBrN2O4/c2-1(3(5)6)4(7)8/h1H,
O=[N+]([O-])C(Br)[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,InChI=1S/CHBrN2O4/c2-1(3(5)6)4(7)8/h1H,
O=[N+]([O-])C(I)[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,InChI=1S/CHIN2O4/c2-1(3(5)6)4(7)8/h1H,
O=CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H2O3/c3-1-2(4)5/h1H,(H,4,5)",
O=CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H2O3/c3-1-2(4)5/h1H,(H,4,5)",
O=CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H2O3/c3-1-2(4)5/h1H,(H,4,5)",
CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",
CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",
CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",
CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",
CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",
CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",
CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",
CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",
CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",
CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",
CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",
CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",
CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",
CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",
O=C(O)CO,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4O3/c3-1-2(4)5/h3H,1H2,(H,4,5)",
O=C(O)CO,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4O3/c3-1-2(4)5/h3H,1H2,(H,4,5)",
O=C(O)CCl,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H3ClO2/c3-1-2(4)5/h1H2,(H,4,5)",
O=C(O)CCl,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H3ClO2/c3-1-2(4)5/h1H2,(H,4,5)",
O=C(O)CCl,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H3ClO2/c3-1-2(4)5/h1H2,(H,4,5)",
O=C(O)CCl,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H3ClO2/c3-1-2(4)5/h1H2,(H,4,5)",
O=C(O)CBr,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H3BrO2/c3-1-2(4)5/h1H2,(H,4,5)",
O=C(O)CI,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H3IO2/c3-1-2(4)5/h1H2,(H,4,5)",
O=C(O)CF,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H3FO2/c3-1-2(4)5/h1H2,(H,4,5)",
CC(=O)S,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4OS/c1-2(3)4/h1H3,(H,3,4)",
CC(N=O)=NO,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4N2O2/c1-2(3-5)4-6/h5H,1H3",
O=C(O)CS,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4O2S/c3-2(4)1-5/h5H,1H2,(H,3,4)",
O=C(O)CS,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4O2S/c3-2(4)1-5/h5H,1H2,(H,3,4)",
O=C(O)CS,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4O2S/c3-2(4)1-5/h5H,1H2,(H,3,4)",
O=C(O)CS,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4O2S/c3-2(4)1-5/h5H,1H2,(H,3,4)",
O=C(O)CS,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4O2S/c3-2(4)1-5/h5H,1H2,(H,3,4)",
O=C(O)CS,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4O2S/c3-2(4)1-5/h5H,1H2,(H,3,4)",
O=C(O)CS,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4O2S/c3-2(4)1-5/h5H,1H2,(H,3,4)",
NC(=O)C[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4N2O3/c3-2(5)1-4(6)7/h1H2,(H2,3,5)",
CC([N+](=O)[O-])[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4N2O4/c1-2(3(5)6)4(7)8/h2H,1H3",
CC([N+](=O)[O-])[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4N2O4/c1-2(3(5)6)4(7)8/h2H,1H3",
CC([N+](=O)[O-])[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4N2O4/c1-2(3(5)6)4(7)8/h2H,1H3",
CC([N+](=O)[O-])[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4N2O4/c1-2(3(5)6)4(7)8/h2H,1H3",
CC([N+](=O)[O-])[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4N2O4/c1-2(3(5)6)4(7)8/h2H,1H3",
CC([N+](=O)[O-])[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4N2O4/c1-2(3(5)6)4(7)8/h2H,1H3",
O=C(NO)C(=O)NO,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4N2O4/c5-1(3-7)2(6)4-8/h7-8H,(H,3,5)(H,4,6)",
O=C(NO)C(=O)NO,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4N2O4/c5-1(3-7)2(6)4-8/h7-8H,(H,3,5)(H,4,6)",
O=[N+]([O-])C(CO)[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H4N2O5/c5-1-2(3(6)7)4(8)9/h2,5H,1H2",
CNC(=S)S,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H5NS2/c1-3-2(4)5/h1H3,(H2,3,4,5)",
CC(=O)NN,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H6N2O/c1-2(5)4-3/h3H2,1H3,(H,4,5)",
C[As](C)(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H7AsO2/c1-3(2,4)5/h1-2H3,(H,4,5)",
ON=C(Cl)C(Cl)=NO,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,InChI=1S/C2H2Cl2N2O2/c3-1(5-7)2(4)6-8/h7-8H,
NC(=O)C(Cl)[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H3ClN2O3/c3-1(2(4)6)5(7)8/h1H,(H2,4,6)",
NC(=O)C(F)[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H3FN2O3/c3-1(2(4)6)5(7)8/h1H,(H2,4,6)",
NCCOP(=O)(O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H8NO4P/c3-1-2-7-8(4,5)6/h1-3H2,(H2,4,5,6)",
NCCOP(=O)(O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C2H8NO4P/c3-1-2-7-8(4,5)6/h1-3H2,(H2,4,5,6)",
N#Cc1[nH]nnc1N,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H3N5/c4-1-2-3(5)7-8-6-2/h(H3,5,6,7,8)",
C=CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H4O2/c1-2-3(4)5/h2H,1H2,(H,4,5)",
C=CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H4O2/c1-2-3(4)5/h2H,1H2,(H,4,5)",
C=CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H4O2/c1-2-3(4)5/h2H,1H2,(H,4,5)",
C=CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H4O2/c1-2-3(4)5/h2H,1H2,(H,4,5)",
C=CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H4O2/c1-2-3(4)5/h2H,1H2,(H,4,5)",
CC(=O)C(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)",
CC(=O)C(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)",
CC(=O)C(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)",
O=C(O)CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)",
O=C(O)CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)",
O=C(O)CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)",
O=C(O)CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)",
O=C(O)CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)",
O=C(O)CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)",
O=C(O)CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)",
O=C(O)CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)",
O=C(O)CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)",
O=C(O)CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)",
O=C(O)CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)",
O=C(O)CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)",
O=C(O)C(O)C(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H4O5/c4-1(2(5)6)3(7)8/h1,4H,(H,5,6)(H,7,8)",
CCC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",
CCC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",
CCC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",
CCC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",
CCC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",
CCC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",
CCC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",
CCC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",
CCC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",
CCC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",
CCC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",
CCC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",
CCC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",
CCC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",
COCC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6O3/c1-6-2-3(4)5/h2H2,1H3,(H,4,5)",
COCC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6O3/c1-6-2-3(4)5/h2H2,1H3,(H,4,5)",
COCC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6O3/c1-6-2-3(4)5/h2H2,1H3,(H,4,5)",
COCC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6O3/c1-6-2-3(4)5/h2H2,1H3,(H,4,5)",
COCC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6O3/c1-6-2-3(4)5/h2H2,1H3,(H,4,5)",
COCC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6O3/c1-6-2-3(4)5/h2H2,1H3,(H,4,5)",
COCC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6O3/c1-6-2-3(4)5/h2H2,1H3,(H,4,5)",
COCC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6O3/c1-6-2-3(4)5/h2H2,1H3,(H,4,5)",
O=C(O)CCO,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6O3/c4-2-1-3(5)6/h4H,1-2H2,(H,5,6)",
N#CCC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H3NO2/c4-2-1-3(5)6/h1H2,(H,5,6)",
N#CCC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H3NO2/c4-2-1-3(5)6/h1H2,(H,5,6)",
N#CCC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H3NO2/c4-2-1-3(5)6/h1H2,(H,5,6)",
N#CCC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H3NO2/c4-2-1-3(5)6/h1H2,(H,5,6)",
N#CCC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H3NO2/c4-2-1-3(5)6/h1H2,(H,5,6)",
N#CCC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H3NO2/c4-2-1-3(5)6/h1H2,(H,5,6)",
O=c1nc[nH]c(=O)[nH]1,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H3N3O2/c7-2-4-1-5-3(8)6-2/h1H,(H2,4,5,6,7,8)",
O=c1nc[nH]c(=O)[nH]1,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H3N3O2/c7-2-4-1-5-3(8)6-2/h1H,(H2,4,5,6,7,8)",
O=C(O)c1c[nH]nn1,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H3N3O2/c7-3(8)2-1-4-6-5-2/h1H,(H,7,8)(H,4,5,6)",
O=C(O)/C=C/Cl,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H3ClO2/c4-2-1-3(5)6/h1-2H,(H,5,6)/b2-1+",
O=C(O)/C=C\Cl,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H3ClO2/c4-2-1-3(5)6/h1-2H,(H,5,6)/b2-1-",
O=C(O)/C=C/Br,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H3BrO2/c4-2-1-3(5)6/h1-2H,(H,5,6)/b2-1+",
O=C(O)/C=C\Br,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H3BrO2/c4-2-1-3(5)6/h1-2H,(H,5,6)/b2-1-",
O=C(O)/C=C/I,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H3IO2/c4-2-1-3(5)6/h1-2H,(H,5,6)/b2-1+",
O=C(O)/C=C\I,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H3IO2/c4-2-1-3(5)6/h1-2H,(H,5,6)/b2-1-",
O=C(O)/C=C/[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H3NO4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)/b2-1+",
N#CCC([N+](=O)[O-])[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H3N3O4/c4-2-1-3(5(7)8)6(9)10/h3H,1H2",
N#CCC([N+](=O)[O-])[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H3N3O4/c4-2-1-3(5(7)8)6(9)10/h3H,1H2",
S=c1cn[nH]c(=S)[nH]1,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H3N3S2/c7-2-1-4-6-3(8)5-2/h1H,(H2,5,6,7,8)",
Cc1nc(=S)s[nH]1,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H4N2S2/c1-2-4-3(6)7-5-2/h1H3,(H,4,5,6)",
Cc1n[nH]c(=S)s1,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H4N2S2/c1-2-4-5-3(6)7-2/h1H3,(H,5,6)",
CC(Cl)C(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H5ClO2/c1-2(4)3(5)6/h2H,1H3,(H,5,6)",
O=C(O)CCCl,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H5ClO2/c4-2-1-3(5)6/h1-2H2,(H,5,6)",
O=C(O)CCCl,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H5ClO2/c4-2-1-3(5)6/h1-2H2,(H,5,6)",
CC(Br)C(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H5BrO2/c1-2(4)3(5)6/h2H,1H3,(H,5,6)",
O=C(O)CCBr,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H5BrO2/c4-2-1-3(5)6/h1-2H2,(H,5,6)",
O=C(O)CCBr,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H5BrO2/c4-2-1-3(5)6/h1-2H2,(H,5,6)",
CC(=O)C[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H5NO3/c1-3(5)2-4(6)7/h2H2,1H3",
NC(=O)CC([N+](=O)[O-])[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H5N3O5/c4-2(7)1-3(5(8)9)6(10)11/h3H,1H2,(H2,4,7)",
O=[N+]([O-])CCC([N+](=O)[O-])[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H5N3O6/c7-4(8)2-1-3(5(9)10)6(11)12/h3H,1-2H2",
O=[N+]([O-])CCC([N+](=O)[O-])[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H5N3O6/c7-4(8)2-1-3(5(9)10)6(11)12/h3H,1-2H2",
O=[N+]([O-])OCCC([N+](=O)[O-])[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H5N3O7/c7-4(8)3(5(9)10)1-2-13-6(11)12/h3H,1-2H2",
CSCC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6O2S/c1-6-2-3(4)5/h2H2,1H3,(H,4,5)",
CC(S)C(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6O2S/c1-2(6)3(4)5/h2,6H,1H3,(H,4,5)",
CC(S)C(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6O2S/c1-2(6)3(4)5/h2,6H,1H3,(H,4,5)",
O=C(O)CCS,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6O2S/c4-3(5)1-2-6/h6H,1-2H2,(H,4,5)",
O=C(O)CCS,sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6O2S/c4-3(5)1-2-6/h6H,1-2H2,(H,4,5)",
COC(=O)C[SeH],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6O2Se/c1-5-3(4)2-6/h6H,2H2,1H3",
CCC([N+](=O)[O-])[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6N2O4/c1-2-3(4(6)7)5(8)9/h3H,2H2,1H3",
CCC([N+](=O)[O-])[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6N2O4/c1-2-3(4(6)7)5(8)9/h3H,2H2,1H3",
CCC([N+](=O)[O-])[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6N2O4/c1-2-3(4(6)7)5(8)9/h3H,2H2,1H3",
CCC([N+](=O)[O-])[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6N2O4/c1-2-3(4(6)7)5(8)9/h3H,2H2,1H3",
COCC([N+](=O)[O-])[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6N2O5/c1-10-2-3(4(6)7)5(8)9/h3H,2H2,1H3",
COCC([N+](=O)[O-])[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants,,"InChI=1S/C3H6N2O5/c1-10-2-3(4(6)7)5(8)9/h3H,2H2,1H3",
