,Canonicalized SMILES,Canonicalized Taste,Original Labels,Source
29918,COc1c(O)cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c1O,bitter,bitter,phytocompounds_db
29919,COc1cc(O)c2c(c1)CC(C)OC2=O,bitter,bitter,phytocompounds_db
29920,,bitter,bitter,phytocompounds_db
29921,COc1cc2c(c(O)c1OC)C(=O)CC(c1ccc(O)cc1)O2,bitter,bitter-masking,phytocompounds_db
29922,COc1c(O)cc2c(c1O)C(=O)C(O)C(c1ccc(O)c(O)c1)O2,sweet,sweet,phytocompounds_db
29923,CCCCCCCC(=O)CCc1ccc(O)c(OC)c1,undefined,pungent,phytocompounds_db
29924,CC(C)=CCc1c(O)cc2c(c1O)C(=O)CC(c1ccc(O)cc1)O2,bitter,bitter,phytocompounds_db
29925,CCCCCC=CC(=O)CCc1ccc(O)c(OC)c1,undefined,pungent,phytocompounds_db
29926,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,bitter,bitter,phytocompounds_db
29927,O=c1cc(-c2ccc(O)cc2)oc2cc(O)ccc12,bitter,bitter,phytocompounds_db
29928,O=c1c(-c2ccc(O)cc2)coc2c(O)c(O)ccc12,bitter,bitter,phytocompounds_db
29929,O=c1c(-c2ccccc2)coc2cc(O)ccc12,bitter,bitter,phytocompounds_db
29930,COc1ccc2ccc(=O)oc2c1,bitter,bitter,phytocompounds_db
29931,COc1cc(O)c2c(c1)OC(c1ccc(O)cc1)C(OC1OC(C(O)CO)C(O)C1O)C2O,undefined,astringent,phytocompounds_db
29932,CCCCCCCCC(=O)CCc1ccc(O)c(OC)c1,undefined,pungent,phytocompounds_db
29933,O=C(O)CCCCCCCC1C=CC(=O)O1,bitter,bitter; pungent (scratchy),phytocompounds_db
29934,CC1=CC(=O)C2=C(C)CC(OS(=O)(=O)O)C3C(C)C(=O)OC3C12,bitter,bitter,phytocompounds_db
29935,C=C1C(=O)OC2C1CCC(C)=C1C(=O)C=C(CO)C12,bitter,bitter,phytocompounds_db
29936,C=C1C(=O)OC2C1CCC(C)=C1C(=O)C=C(COS(=O)(=O)[O-])C12,bitter,bitter,phytocompounds_db
29937,CCCCCCCC(O)CC(=O)CCc1ccc(O)c(OC)c1,undefined,pungent,phytocompounds_db
29938,C/C=C(/C)C(=O)OC1CC(C)=CCC/C(C)=C/C(O)C1C(C)C,bitter,bitter,phytocompounds_db
29939,CCCCCCCCCC(=O)CCc1ccc(O)c(OC)c1,undefined,pungent,phytocompounds_db
29940,CC(C)=CCc1c(O)cc(O)c2c(=O)c(O)c(-c3ccc(O)cc3)oc12,bitter,bitter,phytocompounds_db
29941,CC(C)=CCc1c(O)cc(O)c2c1OC(c1ccc(O)cc1)CC2=O,bitter,bitter,phytocompounds_db
29942,CCCCCCCC=CC(=O)CCc1ccc(O)c(OC)c1,undefined,pungent,phytocompounds_db
29943,CCCCCC(O)C=CC(O)C(O)CCCCCCCC(=O)O,bitter,bitter; pungent (scratchy),phytocompounds_db
29944,C=C1C(=O)OC2C1CC(O)C(C)=CCCC1(C)OC21,undefined,pungent (insufficient evidence),phytocompounds_db
29945,CCCCCC=CC=CC(O)CCCCCCCC(=O)O,bitter,bitter; pungent (scratchy),phytocompounds_db
29946,CCCCCC(=O)/C=C/C(O)C(O)CCCCCCCC(=O)O,bitter,bitter; pungent (scratchy),phytocompounds_db
29947,CCCCCC(=O)/C=C/C(O)C(O)CCCCCCCC(=O)O,bitter,bitter; pungent (scratchy) r{1],phytocompounds_db
29948,CCCCCC(=O)/C=C/C(O)C(O)CCCCCCCC(=O)O,bitter,bitter; pungent (scratchy) r{1],phytocompounds_db
29949,CCCCCC(=O)/C=C/C(O)C(O)CCCCCCCC(=O)O,bitter,bitter; pungent (scratchy),phytocompounds_db
29950,CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,bitter,bitter,phytocompounds_db
29951,CC1=CCC(C(C)C2CCC3(C)C4CCC5C(C)(C(=O)O)C(OC6OC(CO)C(O)C(O)C6O)CCC56CC46CCC23C)OC1=O,sweet,sweet,phytocompounds_db
29952,COC(=O)C1OC(OC2C(OC3CCC45CC46CCC4(C)C(C(C)C7CC=C(C)C(=O)O7)CCC4(C)C6CCC5C3(C)C(=O)O)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,sweet,phytocompounds_db
29953,CC1=CCC(C(C)C2CCC3(C)C4CCC5C(C)(C(=O)O)C(OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)CCC56CC46CCC23C)OC1=O,sweet,sweet,phytocompounds_db
29954,CC1=CCC(C(C)C2CCC3(C)C4CCC5C(C)(C(=O)O)C(OC6OC(CO)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)CCC56CC46CCC23C)OC1=O,sweet,sweet,phytocompounds_db
29955,CC1=CCC(C(C)C2CCC3(C)C4CCC5C(C)(C(=O)O)C(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)CCC56CC46CCC23C)OC1=O,sweet,sweet,phytocompounds_db
29956,CC1=CC2C3C4C(=C(C)C3C13C1OC(=O)C(C)C1CCC(C)(O)C23)C1OC(=O)C(C)C1CCC4(C)O,bitter,bitter,phytocompounds_db
29957,CC1C(=O)OC2C3=C(C4C(=O)C3(C)C3C(O)C5=C(C6OC(=O)C(C)C6CCC5(C)O)C43C)C(C)(O)CCC12,bitter,bitter,phytocompounds_db
29958,COC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(OC4OC(CO)C(OC5OC(CO)C(OC6OC(C(=O)[O-])C(OC7OC(CO)C(OC8OC(CO)C(OC)C(OC(C)=O)C8O)C(OC(C)=O)C7O)C(OC(C)=O)C6O)C(OC(C)=O)C5O)C(O)C4NC(C)=O)C(OC(C)=O)C3O)C(OC(C)=O)C2O)C(OC(C)=O)C1O,sweet,sweet,phytocompounds_db
29959,CC(=O)O,sour,sour; pungent,phytocompounds_db
29960,C=CC(OC(C)=O)c1ccc(OC(C)=O)c(OC)c1,undefined,pungent,phytocompounds_db
29961,CC(=O)c1oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c2c(=O)c1-c1ccc(O)cc1,bitter,bitter,phytocompounds_db
29962,CCCCCC=CC=CC(=O)N1CCCCC1,bitter,"pungent (irritating, hot, tingling), bitter",phytocompounds_db
29963,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(O)C5C(O)(C(O)C6OC)C(C(OC)C23)C14,bitter,bitter,phytocompounds_db
29964,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14,bitter,pungent (tingling); bitter,phytocompounds_db
29965,CC1CCC2(CC1=O)C(C)CC(=O)C2C(C)C,bitter,bitter,phytocompounds_db
29966,O=Cc1ccc2n1CC1(CC(O)C(CO)O1)OC2,bitter,bitter,phytocompounds_db
29967,O=C1OCC2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC(C2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O)C1OC(=O)c2c-4c(O)c(O)c(O)c2C1c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2,undefined,astringent,phytocompounds_db
29968,O=C1OCC2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC(C2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O)C1OC(=O)c2c-4c(O)c(O)c(O)c2C1c1c(O)cc2c(c1O)CC(O)C(c1ccc(O)c(O)c1)O2,undefined,astringent,phytocompounds_db
29969,CCC(C)C(=O)C1C(=O)C(=O)C(CC=C(C)C)(CC=C(C)C)C1=O,bitter,bitter,phytocompounds_db
29970,CCC(C)C(=O)C1=C(O)C(CC=C(C)C)=C(O)C(O)(CC=C(C)C)C1=O,bitter,bitter,phytocompounds_db
29971,O=C(O)CCCCC(=O)O,sour,sour; astringent; tart;,phytocompounds_db
29972,CCC(C)C(=O)C1=C(O)C(CC=C(C)C)=C(O)C(CC=C(C)C)(CC=C(C)C)C1=O,bitter,bitter,phytocompounds_db
29973,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3C2C1O)OC(c1ccc(O)c(O)c1)C(O)C4,undefined,astringent,phytocompounds_db
29974,Oc1cc(O)c2c(c1)OC1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3C2C1O)OC(c1ccc(O)c(O)c1)C(O)C4c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2,sweet,sweet,phytocompounds_db
29975,Oc1ccc(C2Oc3cc(O)cc(O)c3CC2O)cc1,bitter,bitter (insufficient evidence); astringent (insufficient evidence),phytocompounds_db
29976,C=C1C(O)C2(O)OCC34C(CC5C(C)=CC(=O)C(O)C5(C)C23)OC(=O)CC14,bitter,bitter,phytocompounds_db
29977,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O,bitter,bitter,phytocompounds_db
29978,C=CCSSC=CCS(=O)CC=C,undefined,"pungent . Comment: volatile secondary flavor compound, derived from pungent allicin; more probably pungency enhancer via TRPA1 activation enhancer",phytocompounds_db
29979,C=C1C(=O)OC2CC3(C)CCCC(C)C3=CC12,bitter,bitter,phytocompounds_db
29980,CC1(C)CC2C3=CCC4C5(C)CCC(OC6OC(COC7OCC(O)C(O)C7OC7OCC(O)C(O)C7O)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)CC(O)C23CC1OC3=O,sweet,sweet,phytocompounds_db
29981,CC1(C)CC2C3=CCC4C5(C)CCC(OC6OC(COC7OCC(O)C(O)C7O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)CC(O)C23CC1OC3=O,sweet,sweet,phytocompounds_db
29982,C=CCSS(=O)CC=C,undefined,"pungent; allicin is a secondary flavor compound, which is synthesised from aliin, following injury, by enzyme allinase",phytocompounds_db
29983,C=CCS(=O)CC(N)C(=O)O,undefined,pungent (insufficient evidence),phytocompounds_db
29984,OCC1OC(O)C(O)C(O)C1O,sweet,sweet,phytocompounds_db
29985,C=CCN=C=S,bitter,"pungent, bitter",phytocompounds_db
29986,C=CCSC#N,undefined,pungent (aromatic);,phytocompounds_db
29987,O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,bitter,bitter (insufficient evidence),phytocompounds_db
29988,O=C1c2c(O)cccc2C(C2OC(CO)C(O)C(O)C2O)c2cc(CO)cc(O)c21,bitter,bitter,phytocompounds_db
29989,C1=C2CCCNC2C2CC1C1CCCCN1C2,bitter,bitter,phytocompounds_db
29990,C/C=C(/C)C(=O)OC(C)C(=O)c1cc(OC)c2c(c1)OCO2,bitter,bitter,phytocompounds_db
29991,CC(C)=CCC=C(C)C1CC=C(C)CC1,bitter,bitter; earthy,phytocompounds_db
29992,CC(=O)OC1C2C(Cc3occc3C2(C)O)C2(C)C(=O)CCC(C)(C)C2(O)C1OC(C)=O,bitter,bitter,phytocompounds_db
29993,CC1CCC2C(C)C3C(CC4C5CC=C6CC(OC7OC(CO)C(OC8OC(C)C(O)C(O)C8O)C(O)C7OC7OC(C)C(O)C(O)C7O)CCC6(C)C5CCC43C)N2C1,bitter,"bitter, pungent (burning)",phytocompounds_db
29994,CC1OC(OC2C(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(=O)O)CCC45C)C3(C)CO)OCC(O)C2O)C(O)C(O)C1O,bitter,bitter,phytocompounds_db
29995,CCC=CCC=CCC=CCCCCCCCC(=O)O,bitter,"bitter, pungent",phytocompounds_db
29996,CC(C=O)=Cc1ccccc1,sweet,"pungent;, sweet; woody",phytocompounds_db
29997,CC1=CCC(C(C)C)C=C1,bitter,bitter; pungent; pungent (aromatic),phytocompounds_db
29998,CC1=CCC2CC1C2(C)C,undefined,pungent; balsamic,phytocompounds_db
29999,O=C(O)c1cc(O)cc(O)c1,bitter,bitter (insufficient evidence),phytocompounds_db
30000,CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O,bitter,bitter,phytocompounds_db
30001,CC1CCC2C(C)C3C(CC4C5CC=C6CC(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7OC7OC(C)C(O)C(O)C7O)CCC6(C)C5CCC43C)N2C1,bitter,bitter; pungent (burning),phytocompounds_db
30002,CC1=CC=C(C(C)C)CC1,bitter,bitter;,phytocompounds_db
30003,CC1=CCC(C(C)(C)OC(=O)CC(C)C)CC1,bitter,bitter;,phytocompounds_db
30004,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,sweet,fatty; sweet (low evidence),phytocompounds_db
30005,CC(=O)OCC1OC(OC2C(OC3(COC(=O)c4ccccc4)OC(CO)C(OC(=O)c4ccccc4)C3OC(=O)c3ccccc3)OC(COC(C)=O)C(OC(C)=O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,bitter,bitter,phytocompounds_db
30006,C=CC1C(OCC2OC(OC(=O)c3cc(O)c(-c4cccc(O)c4)c(O)c3)C(O)C(O)C2O)OC=C2C(=O)OCCC21,bitter,bitter,phytocompounds_db
30007,CC1CC(O)C(=O)C2(C)C1CC1OC(=O)CC3C(C)C(=O)C(O)C2C13C,bitter,bitter,phytocompounds_db
30008,C=CC1C(OC2OC(CO)C(O)C(O)C2OC(=O)c2c(O)cccc2-c2cccc(O)c2)OC=C2C(=O)OCCC21,bitter,bitter,phytocompounds_db
30009,C=CC1C(OC2OC(CO)C(O)C(O)C2OC(=O)c2c(O)cc(O)cc2-c2cccc(O)c2)OC=C2C(=O)OCCC21O,bitter,bitter,phytocompounds_db
30010,C=C1C(=O)OC2C1CCC(C)C1C=CC(=O)C12C,bitter,bitter (insufficient evidence),phytocompounds_db
30011,COc1cc(C(=O)OC2C3C=COC(OC4OC(CO)C(O)C(O)C4O)C3C3(CO)OC23)ccc1O,bitter,bitter,phytocompounds_db
30012,N#CC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)c1ccccc1,bitter,bitter,phytocompounds_db
30013,CC1=C2C3OC(=O)C(C)C3CCC(C)(O)C2C2C3C(O)C4(C)OC5(C)CCC6C(C)C(=O)OC6C4(C12)C35,bitter,bitter,phytocompounds_db
30014,CC1=C2C3OC(=O)C(C)C3CCC(C)(O)C2C2C3CC4(C)OC5(C)CCC6C(C)C(=O)OC6C4(C12)C35,bitter,bitter,phytocompounds_db
30015,C=C1CCC2C(C)(CO)C(O)CCC2(C)C1CC=C1C(=O)OCC1O,bitter,bitter,phytocompounds_db
30016,CC=C(C)C(=O)O,sour,pungent (biting); sour (acid),phytocompounds_db
30017,O=c1ccc2ccc3occc3c2o1,bitter,bitter,phytocompounds_db
30018,C=CCC1NCC2CC1CN1C(=O)CCCC21,bitter,bitter,phytocompounds_db
30019,C=C1CCC2C(=C)C(=O)OC2/C=C(\C)CCC1=O,undefined,pungent (insufficient evidence),phytocompounds_db
30020,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C(O)C2,bitter,bitter,phytocompounds_db
30021,CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C.[Br-],bitter,bitter,phytocompounds_db
30022,Nc1ccccc1C(=O)O,sweet,sweet; sour (insufficient evidence),phytocompounds_db
30023,Nc1ccccc1C(=O)O,sour,sweet; sour (insufficient evidence),phytocompounds_db
30024,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,bitter,bitter,phytocompounds_db
30025,CC1OC(OCC2OC(Oc3cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc4c3)C(O)C(O)C2O)C(O)C(O)C1O,undefined,astringent,phytocompounds_db
30026,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OCC(O)(CO)C6O)C(C)(C)C5CCC43C)C2C1,sweet,sweet,phytocompounds_db
30027,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,bitter,bitter (insufficient evidence),phytocompounds_db
30028,CC(C)(OC1OC(CO)C(O)C(O)C1O)C1Oc2ccc3ccc(=O)oc3c2C1O,bitter,bitter,phytocompounds_db
30029,OCC1OC(OCC2OC(O)C(O)C2O)C(O)C1O,sweet,sweet,phytocompounds_db
30030,COC1C(O)COC(OCC2OC(OC3C(O)C(C)OC(CO)C3O)C(O)C(OC)C2O)C1O,sweet,"sweet (insufficient evidence); sweet modifying compound: enhancer of sweetness potencies of saccharin, cyclamate, thaumatin and monellin",phytocompounds_db
30031,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OCC(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet,sweet,phytocompounds_db
30032,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,bitter,bitter,phytocompounds_db
30033,CC1=CCC23OC2(C)CCC2C(C)C(=O)OC2C13,bitter,bitter,phytocompounds_db
30034,Cn1c(Cc2ccccc2)nc(=O)c2ccccc21,bitter,bitter,phytocompounds_db
30035,OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O,bitter,bitter,phytocompounds_db
30036,COc1cc(CC2C(=O)OCC2Cc2ccc(OC)c(OC)c2)ccc1O,bitter,"not bitter (arctigenin is the aglycon of a bitter compound, arctiin; arctigenin is not bitter)",phytocompounds_db
30037,COc1ccc(CC2COC(=O)C2Cc2ccc(OC3OC(CO)C(O)C(O)C3O)c(OC)c2)cc1OC,bitter,bitter,phytocompounds_db
30038,C=C1C(=O)OC2C=C(CO)CCC=C(C)CC(OC(=O)C(C)CO)C12,bitter,bitter,phytocompounds_db
30039,C=C1C(=O)OC2C1CCC1(C)OC13CC=C(C)C23,bitter,bitter,phytocompounds_db
30040,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,bitter,bitter,phytocompounds_db
30041,COc1ccc(CCNC(=O)C=Cc2ccc3c(c2)OCO3)cc1,sweet,pungent; sour; sweet;,phytocompounds_db
30042,COc1ccc(CCNC(=O)C=Cc2ccc3c(c2)OCO3)cc1,sour,pungent; sour; sweet;,phytocompounds_db
30043,CC1=C2C(=CC1)C(C)(O)CCC1C(C)C(=O)OC21,bitter,bitter,phytocompounds_db
30044,CC1C(=O)OC2C3=C(C(=O)CC3(C)O)C(C)(O)CCC12,bitter,bitter,phytocompounds_db
30045,CC1C(=O)OC2C3=C(C(=O)CC3(C)O)C(C)(O)CCC12,bitter,bitter,phytocompounds_db
30046,CC1C(=O)OC2C3=C(C(O)CC3(C)O)C(C)(O)CCC12,bitter,bitter,phytocompounds_db
30047,CC1C(=O)OC2C3=C(C(O)CC3(C)O)C(C)(O)CCC12,bitter,bitter,phytocompounds_db
30048,C=C1C(=O)OC2C1CCC1(C)C(O)CC(=O)C(C)C21,bitter,bitter,phytocompounds_db
30049,C=C1C(=O)OC2CC(C)=CCCC(CO)=CC(O)C12,bitter,bitter (insufficient evidence),phytocompounds_db
30050,CC1=C2C3OC(=O)C(C)C3C(O)CC2(C)C=CC1=O,bitter,bitter,phytocompounds_db
30051,CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4,bitter,bitter,phytocompounds_db
30052,C=C1CCC2C(=C)C(=O)OC2C=C(C)CCC1O,bitter,bitter,phytocompounds_db
30053,CC(=O)OC(C)(C)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(OC5OC(CO)C(O)C(O)C5O)C(=O)C4(C)C)C3(C)C(=O)CC12C,bitter,bitter,phytocompounds_db
30054,CC(=O)OC(C)(C)CCC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(OC5OC(CO)C(O)C(O)C5O)C(=O)C4(C)C)C3(C)C(=O)CC12C,bitter,bitter,phytocompounds_db
30055,CC(C)(O)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(OC5OC(CO)C(O)C(O)C5O)C(=O)C4(C)C)C3(C)C(=O)CC12C,bitter,bitter,phytocompounds_db
30056,CC(C)(O)CCC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(OC5OC(CO)C(O)C(O)C5O)C(=O)C4(C)C)C3(C)C(=O)CC12C,bitter,bitter,phytocompounds_db
30057,O=C1CC(O)Cc2ccc(O)c(c2)-c2cc(ccc2O)CC(O)C1O,bitter,bitter,phytocompounds_db
30058,CC=Cc1cc(OC)c(OC)cc1OC,undefined,pungent (sharp tasting),phytocompounds_db
30059,CC(=O)OC1CC(C)OC2OC3CC4CCC5C(CCC6(C)C(C7=CC(=O)OC7)CCC56O)C4(C=O)CC3OC12O,bitter,bitter,phytocompounds_db
30060,O=C1OC(C(O)CO)C(O)=C1O,bitter,sour; bitter,phytocompounds_db
30061,O=C1OC(C(O)CO)C(O)=C1O,sour,sour; bitter,phytocompounds_db
30062,COc1cc(O)c(C(=O)CCc2ccc(O)cc2)c(OC2OC(CO)C(O)C(O)C2O)c1,bitter,bitter,phytocompounds_db
30063,CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1C,undefined,umami (tasteSensor) (insufficient evidence),phytocompounds_db
30064,CC1CCC2(C(=O)OC3OC(COC4OC(CO)C(OC5OC(C)C(O)C(O)C5O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1C,undefined,umami (tasteSensor) (insufficient evidence),phytocompounds_db
30065,O=C(O)C1CSSC1,undefined,astringent,phytocompounds_db
30066,CC(CCC1(O)OC2CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6OC6OC(C)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C2C1C)COC1OC(CO)C(O)C(O)C1O,bitter,bitter,phytocompounds_db
30067,CCC12CCCN3CCC4(c5cccc(OC)c5N(C(C)=O)C4CC1)C32,bitter,bitter,phytocompounds_db
30068,CC1OC(OC2C(=O)c3c(O)cc(O)cc3OC2c2ccc(O)c(O)c2)C(O)C(O)C1O,bitter,astringent; non bitter;,phytocompounds_db
30069,O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,undefined,astringent,phytocompounds_db
30070,CC(C)CC(=O)OC1c2c(ccc3ccc(=O)oc23)OC1C(C)(C)OC(=O)CC(C)C,bitter,bitter,phytocompounds_db
30071,COc1cc(CCN(C)C)c2ccc3ccccc3c2c1OC,bitter,bitter,phytocompounds_db
30072,C=C1C2CCC3(CCC4C5(C)CCCC4(C4OCCN4C5)C3C2)C1O,bitter,bitter,phytocompounds_db
30073,COC(=O)c1c(C)cc(OC(=O)c2c(C)cc(O)c(C=O)c2O)c(C)c1O,bitter,bitter,phytocompounds_db
30074,C=C(C(=O)OC1CC2CCC(C1)N2C)c1ccccc1,bitter,bitter,phytocompounds_db
30075,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,bitter,bitter,phytocompounds_db
30076,OCC1=CC(O)C2C=COC(OC3OC(CO)C(O)C(O)C3O)C12,bitter,bitter,phytocompounds_db
30077,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1O,bitter,bitter,phytocompounds_db
30078,CC1OC(OC2C(OC3CCC4(C)C(=CCC5C4CCC4(C)C5CC5OC6(CCC(C)(COC7OC(CO)C(O)C(O)C7O)O6)C(C)C54)C3)OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C2O)C(O)C(O)C1O,bitter,bitter,phytocompounds_db
30079,CC1OC(OC2C(OC3CCC4(C)C(=CCC5C4CCC4(C)C5CC5OC6(CCC(C)(COC7OC(CO)C(O)C(O)C7O)O6)C(C)C54)C3)OC(CO)C(OC3OC(CO)C(O)C(OC4OC(CO)C(O)C(O)C4O)C3O)C2O)C(O)C(O)C1O,bitter,bitter,phytocompounds_db
30080,O=C(C=Cc1ccc(O)c(O)c1)Nc1ccccc1C(=O)O,bitter,astringent; bitter;,phytocompounds_db
30081,COc1cc(C=CC(=O)Nc2ccccc2C(=O)O)ccc1O,bitter,astringent; bitter;,phytocompounds_db
30082,O=C(C=Cc1ccc(O)cc1)Nc1ccccc1C(=O)O,bitter,astringent; bitter;,phytocompounds_db
30083,COc1cc(C=CC(=O)Nc2ccccc2C(=O)O)cc(OC)c1O,bitter,astringent; bitter;,phytocompounds_db
30084,O=C(C=Cc1ccc(O)c(O)c1)Nc1ccc(O)cc1C(=O)O,bitter,astringent; bitter;,phytocompounds_db
30085,COc1cc(C=CC(=O)Nc2ccc(O)cc2C(=O)O)ccc1O,bitter,astringent; bitter;,phytocompounds_db
30086,O=C(C=Cc1ccc(O)cc1)Nc1ccc(O)cc1C(=O)O,bitter,astringent; bitter;,phytocompounds_db
30087,COc1cc(C=CC(=O)Nc2ccc(O)cc2C(=O)O)cc(OC)c1O,bitter,astringent; bitter;,phytocompounds_db
30088,C=CCCCCCCCCCCCC(O)CC(O)CO,bitter,bitter,phytocompounds_db
30089,C#CCCCCCCCCCCCC(O)CC(O)CO,bitter,bitter,phytocompounds_db
30090,CC=C(C)C(=O)OC1CC(OC(C)=O)C2(C(=O)OC)COC3C2C12COC(O)(C(=O)OC)C2C(C)(C12OC1(C)C1CC2OC2OC=CC21O)C3O,bitter,bitter,phytocompounds_db
30091,O=C(O)CCCCCCCC(=O)O,bitter,bitter; pungent (scratchy),phytocompounds_db
30092,CC1(O)C(=O)CC23COC(=O)C2=CCCC3C1(C)CCC1=CC(=O)OC1,bitter,bitter,phytocompounds_db
30093,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,bitter,bitter,phytocompounds_db
30094,O=C(O)C1OC(Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)C(O)C(O)C1O,bitter,bitter,phytocompounds_db
30095,CC1=C(CCc2ccoc2)C2(C)CCC(O)C(C)(C)C2CC1,sweet,sweet,phytocompounds_db
30096,CC1=C(CCc2ccoc2)C2(C)CCC(OC3OC(CO)C(O)C(O)C3OC3OCC(O)C(O)C3O)C(C)(C)C2CC1,sweet,sweet,phytocompounds_db
30097,CC1=C(CCc2ccoc2)C2(C)CCC(OC3OC(CO)C(O)C(O)C3OC3OCC(O)C(O)C3O)C(C)(C)C2CC1,sweet,sweet,phytocompounds_db
30098,C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C2C(=O)NCCC21,bitter,bitter;,phytocompounds_db
30099,COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CCN1C,bitter,bitter,phytocompounds_db
30100,CN1C2CCC1CC(OC(=O)C1CCC(C(=O)OC3CC4CCC(C3)N4C)(c3ccccc3)c3ccccc31)C2,undefined,Bitter(insufficient evidence); pungent (burning) (insufficient evidence),phytocompounds_db
30101,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)C(O)C(O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14,bitter,bitter (insufficient evidence),phytocompounds_db
30102,O=Cc1ccccc1,sweet,bitter; pungent (burning); sweet;,phytocompounds_db
30103,O=Cc1ccccc1,bitter,bitter; pungent (burning); sweet;,phytocompounds_db
30104,NC(=O)c1ccccc1,bitter,bitter,phytocompounds_db
