Canonicalized SMILES,Standardized SMILES,Canonicalized Taste,Original Labels,Source
C1[C@H](C(O[C@@]1(CO)O[C@@H]2C(C([C@@H](C(O2)CO)O)O)O)CO)O,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)CC1O,sweet,sweet-like,flavor_db
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H](CO[C@H]2OC(=O)[C@]34CCC(C[C@H]3C5=CC[C@@H]6[C@]7(CC[C@@H](C([C@@H]7CC[C@]6([C@@]5(C[C@H]4O)C)C)(C)C)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)C(=O)O)O)O)O)C)(C)C)O)O)O)O)O,CC1OC(OC2C(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CCC(OC7OC(C(=O)O)C(O)C(O)C7O)C(C)(C)C6CCC5(C)C3(C)CC4O)OCC(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db
C1CCC(C1)(C(=O)O)S(=O)(=O)C2=CC=CC=C2,O=C(O)C1(S(=O)(=O)c2ccccc2)CCCC1,undefined,"Non-sweet, Non-sweetness",chemtastes_db
CCCCOC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC)O)O)OCCCC,CCCCOCC1OC(OC)C(O)C(O)C1OCCCC,sweet,sweet,flavor_db
CC1=CC(=C(C=C1)C=O)O,Cc1ccc(C=O)c(O)c1,bitter,"almond, bitter, phenolic",flavor_db
C1=C(NC=N1)C[C@@H](C(=O)O)NC(=O)CN,NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants
CCCCCCCCC(=O)OC,CCCCCCCCC(=O)OC,sweet,"coconut, wine, waxy, sweet, fruity, tropical, pear",flavor_db
CC(C(=O)NC(C)C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N,CC(NC(=O)C(C)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(=O)O,sweet,sweet,flavor_db
CCC(C)C(C(=O)NC(C(C)CC)C(=O)NC(CC(=O)N)C(=O)NC(CC1=CC=CC=C1)C(=O)O)N,CCC(C)C(N)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O)C(C)CC,sweet,sweet,flavor_db
CC(C)CNC(=O)C=CC=CCCc1ccc2c(c1)OCO2,CC(C)CNC(=O)C=CC=CCCc1ccc2c(c1)OCO2,undefined,pungent (irritating) _qwyx Sweet,phytocompounds_db
CC1C(OC(CO1)C(C(C(CO)O)O)O)O,CC1OCC(C(O)C(O)C(O)CO)OC1O,sweet,sweet,flavor_db
CC(C(=O)O)Cl,CC(Cl)C(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)(O)O)OP(=O)(O)O)N,Nc1ncnc2c1ncn2C1OC(CO)C(OP(=O)(O)O)C1OP(=O)(O)O,sweet,sweet-like,flavor_db
C1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,OCC1OC(OC2C(CO)OC(OC3COC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db
CCC(C)C(C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)N)N,CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(N)=O)C(=O)O,sweet,sweet,flavor_db
CO[C@@H]1[C@H](OC([C@@H]([C@H]1O)O)O)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,COC1C(COC2OC(CO)C(O)C(O)C2O)OC(O)C(O)C1O,sweet,sweet-like,flavor_db
C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)OC5C(C(C(C(O5)CO)OC6C(C(C(C(O6)CO)O)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)(C)C(=O)OCCCS(=O)(=O)O,C=C1CC23CCC4C(C)(C(=O)OCCCS(=O)(=O)O)CCCC4(C)C2CCC1(OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,sweet,sweet,flavor_db
CCN[C@H](CC(=O)O)C(=O)N[C@H](CC1=CC=CC=C1)CC(=O)OC,CCNC(CC(=O)O)C(=O)NC(CC(=O)OC)Cc1ccccc1,sweet,sweet-like,flavor_db
CCCOC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O,CCCOC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O,sweet,"Sweet, Sweetness",chemtastes_db
COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C(=C(C(=C3O2)OC)O)OC)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,COc1cc(-c2cc(=O)c3c(O)c(OC)c(O)c(OC)c3o2)ccc1OC1OC(CO)C(O)C(O)C1O,sweet,sweet-like,flavor_db
C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O)N,NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O,sweet,sweet,flavor_db
COC1=C(C(=C2C(=C1O)C(=O)CC(O2)C3=C(C=CC=C3O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)OC)OC,COc1c(O)c2c(c(OC)c1OC)OC(c1c(O)cccc1OC1OC(CO)C(O)C(O)C1O)CC2=O,sweet,sweet-like,flavor_db
CCOC1[C@@H]([C@H]([C@@H]([C@H](O1)CO)[18F])O)O,CCOC1OC(CO)C(F)C(O)C1O,sweet,sweet,flavor_db
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@H](O[C@H]([C@@H]2O[C@H]3[C@@H]([C@@H]([C@H]([C@@H](O3)C)O)O)O)O[C@H]4CC[C@]5([C@H](C4(C)C)CC[C@@]6([C@@H]5CC(=O)[C@H]7[C@]6(CC[C@@H]7[C@@]8(CC[C@@H](O8)C(C)(C)O)C)C)C)C)CO)O)O)O)O,CC1OC(OC2C(OC3CCC4(C)C(CCC5(C)C4CC(=O)C4C(C6(C)CCC(C(C)(C)O)O6)CCC45C)C3(C)C)OC(CO)C(O)C2OC2OC(C)C(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db
C1=NC(=C2C(=N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,Nc1ncnc2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c12,sweet,sweet-like,flavor_db
CP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,CP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,sweet,sweet-like,flavor_db
CC/C=C/CC1CCCC(=O)O1,CCC=CCC1CCCC(=O)O1,undefined,"peach, coconut, jasmin, waxy, creamy",flavor_db
COC(=O)c1ccc(NC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccccc2)C(=O)OC)cc1,COC(=O)c1ccc(NC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccccc2)C(=O)OC)cc1,sweet,"Sweet, Sweetness",chemtastes_db
C1=CC=C(C=C1)CC(C(=O)NCC(=O)NC(CC(=O)O)C(=O)NCC(=O)O)N,NC(Cc1ccccc1)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NCC(=O)O,sweet,sweet,flavor_db
COC1=CC(=CC(=C1O)OC)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)O,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)cc(OC)c1O,sweet,sweet-like,flavor_db
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,bitter,"Bitter, Bitterness",chemtastes_db
CCS,CCS,undefined,"sulfurous, fruity",flavor_db
CN1C(=O)C2=C(NC(=O)C=N2)NC1=O,Cn1c(=O)[nH]c2[nH]c(=O)cnc2c1=O,sour,pKa between 2 and 7,IUPAC Dissocation Constants
CC(C)(C(=O)O)N(CC(=O)O)CC(=O)O,CC(C)(C(=O)O)N(CC(=O)O)CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants
CCCCCN(C(CC1=CC=CC=C1)C(=O)OC)C(=O)C(CC(=O)O)N,CCCCCN(C(=O)C(N)CC(=O)O)C(Cc1ccccc1)C(=O)OC,sweet,sweet-like,flavor_db
CN1C=NC(=C1C[N+](=O)[O-])[N+](=O)[O-],Cn1cnc([N+](=O)[O-])c1C[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants
CCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)OC2CCCCC2)O,CCCOC1OC(CO)C(O)C(OC2CCCCC2)C1O,sweet,sweet,flavor_db
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC)O)O[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,COC1OC(C)C(OC2OC(CO)C(O)C(O)C2O)C(OC2OC(CO)C(O)C(O)C2O)C1O,sweet,sweet,flavor_db
CC(=CCCC1=CCC(CC1)C=O)C,CC(C)=CCCC1=CCC(C=O)CC1,undefined,"citrus, floral, aldehydic, marine, greasy",flavor_db
CN(C)C(=S)OCC(=O)O,CN(C)C(=S)OCC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants
C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)O)N,NC(CCC(=O)O)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
CC(C)(C(=O)O)OCC(=O)O,CC(C)(OCC(=O)O)C(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants
CC(C)CC(C(=O)NC(C)C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CC1=CC=CC=C1)N,CC(C)CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(C)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db
COP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H](C[C@@H](O1)N2C=NC3=C(N=CN=C32)N)O,COP(=O)(O)OP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)CC1O,sweet,sweet-like,flavor_db
C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)OC)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)OC)O)OC)O)C)(C)C(=O)OC,COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3C(=O)C=C3C5CC(C)(C(=O)OC)CCC5(C)CCC34C)C2(C)C)C(OC2OC(C(=O)OC)C(O)C(OC)C2O)C(O)C1O,sweet,sweet-like,flavor_db
CCCC/C=C\C(=O)O,CCCC/C=C\C(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants
CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(/C)\CCC=C(C)C)/C)/C)C,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,undefined,floral,flavor_db
CC(C(=O)NCC(=O)NC(CCC(=O)N)C(=O)NC(CC1=CC=CC=C1)C(=O)O)N,CC(N)C(=O)NCC(=O)NC(CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
CCOC(=O)CCCC1=CC=CC=C1,CCOC(=O)CCCc1ccccc1,sweet,"sweet, plum, fruity",flavor_db
COC1=CC=CC2=C3C(=C(C=C21)[N+](=O)[O-])C(=CC4=C3OCO4)C(=O)O,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,bitter,"Bitter, Bitterness",chemtastes_db
COc1ccc(C2NC(=O)c3ccccc3O2)cc1O,COc1ccc(C2NC(=O)c3ccccc3O2)cc1O,undefined,"Tasteless, Tastelessness",chemtastes_db
C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=S)(O)S)O,Nc1ncnc2c1ncn2C1CC(O)C(COP(O)(=S)S)O1,sweet,sweet-like,flavor_db
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O)O,CC1OC(OCC2OC(Oc3cc(O)c4c(=O)cc(-c5ccc(O)c(O)c5)oc4c3)C(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db
CC(=CCC/C(=C\COC(=O)CC1=CC=CC=C1)/C)C,CC(C)=CCCC(C)=CCOC(=O)Cc1ccccc1,undefined,honey,flavor_db
CC(C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(=O)O)N,CC(NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(=O)O,sweet,sweet,flavor_db
OCC1OC(OC2(CF)OC(CF)C(O)C2O)C(O)C(O)C1F,OCC1OC(OC2(CF)OC(CF)C(O)C2O)C(O)C(O)C1F,sweet,"Sweet, Sweetness",chemtastes_db
C[C@]12CC[C@@H]([C@@]([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)CO)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)OC)O)O)O,COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)O)CCC34C)C2(C)CO)C(O)C(O)C1O,sweet,sweet-like,flavor_db
CCCN,CCCN,undefined,ammoniacal,flavor_db
CC(C(C(C(C(O)(O)O)O)(O)O)(O)O)(O)O,CC(O)(O)C(O)(O)C(O)(O)C(O)C(O)(O)O,sweet,sweet,flavor_db
CCC(C)(O)C(=O)OC1C(=O)OC2CC3C(C)=CC(=O)C(O)C3(C)C3C4(O)OCC23C1C(C)C4O,CCC(C)(O)C(=O)OC1C(=O)OC2CC3C(C)=CC(=O)C(O)C3(C)C3C4(O)OCC23C1C(C)C4O,bitter,bitter,phytocompounds_db
C1=C(C=C(N=C1C(=O)O)C(=O)O)Cl,O=C(O)c1cc(Cl)cc(C(=O)O)n1,sour,pKa between 2 and 7,IUPAC Dissocation Constants
CCCCOC(=O)[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@H]2CC[C@]3([C@H](C2(C)C)CC[C@@]4([C@@H]3CC=C5[C@]4(C[C@H]([C@@]6([C@H]5CC(CC6)(C)C)C(=O)O[C@H]7[C@@H]([C@H]([C@@H](CO7)O)O)O[C@H]8[C@@H]([C@@H]([C@H]([C@@H](O8)C)O[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O)O)O)O)O)C)C)C)O)O)O,CCCCOC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)OC5OCC(O)C(O)C5OC5OC(C)C(OC6OCC(O)C(O)C6O)C(O)C5O)C(O)CC34C)C2(C)C)C(O)C(O)C1O,sweet,sweet-like,flavor_db
CCCCS(=O)O,CCCCS(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants
COC1=C(C=C(C=C1)C2SC3=CC=CC=C3S2)O,COc1ccc(C2Sc3ccccc3S2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db
CC(NC(=Nc1ccccc1)NCC(=O)O)c1ccccc1,CC(NC(=Nc1ccccc1)NCC(=O)O)c1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db
COC(=O)C(COC(C)(C)C)NC(=O)C(N)CC(=O)O,COC(=O)C(COC(C)(C)C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
C[C@@H]1[C@@H]([C@@H](CC(O1)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,CC1OC(O)CC(O)C1OC1OC(CO)C(O)C(O)C1O,sweet,sweet-like,flavor_db
C([C@H]([C@H]1[C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@@H](CO)O)O)O)O)O)O,OCC(O)C(O)C(OC1OC(C(O)CO)C(O)C1O)C(O)CO,sweet,sweet,flavor_db
CN1C=CNC1=S,Cn1cc[nH]c1=S,bitter,"Bitter, Bitterness",chemtastes_db
CC(C(=O)O)Br,CC(Br)C(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP4(=O)OSO4)O)O)N,Nc1ncnc2c1ncn2C1OC(COP2(=O)OSO2)C(O)C1O,sweet,sweet-like,flavor_db
Cc1ccc(C=CC=O)cc1,Cc1ccc(C=CC=O)cc1,undefined,"spicy, cinnamon",flavor_db
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(F)C(O)C1O,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(F)C(O)C1O,sweet,sweet,flavor_db
Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)(O)C(=O)O)O1,Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)(O)C(=O)O)O1,sweet,sweet-like,flavor_db
CC(=O)CCc1ccc2c(c1)OCO2,CC(=O)CCc1ccc2c(c1)OCO2,sweet,"powdery, heliotrope, cotton, sweet, candy, raspberry",flavor_db
CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,undefined,astringent,phytocompounds_db
CC(N)C(=O)NC(CC(=O)O)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)O,CC(N)C(=O)NC(CC(=O)O)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
CN(C)c1ncnc2c1nc(Br)n2C1OC(COP(=O)(O)O)C(O)C1O,CN(C)c1ncnc2c1nc(Br)n2C1OC(COP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db
Nc1ccc(OC2CC2)c([N+](=O)[O-])c1,Nc1ccc(OC2CC2)c([N+](=O)[O-])c1,sweet,sweet-like,flavor_db
COC1OC(C)C2OC(C)(OC)C(C)(OC)OC2C1O,COC1OC(C)C2OC(C)(OC)C(C)(OC)OC2C1O,sweet,sweet,flavor_db
C1CC(=C(C1)C(=O)O)C(=O)O,O=C(O)C1=C(C(=O)O)CCC1,sour,pKa between 2 and 7,IUPAC Dissocation Constants
COc1cc(-c2oc3cc(OC4OC(C)C(O)C(O)C4O)ccc3c(=O)c2OC2OC(CO)C(O)C(O)C2O)ccc1O,COc1cc(-c2oc3cc(OC4OC(C)C(O)C(O)C4O)ccc3c(=O)c2OC2OC(CO)C(O)C(O)C2O)ccc1O,sweet,sweet-like,flavor_db
CC(C)CC(N)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NC(CC(=O)O)C(=O)O,CC(C)CC(N)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NC(CC(=O)O)C(=O)O,sweet,sweet,flavor_db
CCOC1CCC(O)C(C)O1,CCOC1CCC(O)C(C)O1,sweet,sweet,flavor_db
COP(=O)(O)OP(=O)(OC)OP(=O)(OC)OCC1OC(n2cnc3c(N)ncnc32)CC1O,COP(=O)(O)OP(=O)(OC)OP(=O)(OC)OCC1OC(n2cnc3c(N)ncnc32)CC1O,sweet,sweet-like,flavor_db
CC1(OC2OC(CO)C(Cl)C(O)C2O)OC(CCl)C(O)C1O,CC1(OC2OC(CO)C(Cl)C(O)C2O)OC(CCl)C(O)C1O,sweet,sweet-like,flavor_db
CCc1cnc(C)cn1,CCc1cnc(C)cn1,sweet,"bean, fruit, sweet, coffee",flavor_db
C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(OC6OC(CO)C(OC7OC(CO)C(OC8OC(CO)C(O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O)C3,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(OC6OC(CO)C(OC7OC(CO)C(OC8OC(CO)C(O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O)C3,sweet,sweet-like,flavor_db
CCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCCC,undefined,"alkane, waxy",flavor_db
CCOc1ccc([N+](=O)[O-])cc1N,CCOc1ccc([N+](=O)[O-])cc1N,sweet,"Sweet, Sweetness",chemtastes_db
CC(NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,CC(NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
CC(O)C(NC(=O)C(CC(=O)O)NC(=O)C(N)CCCCN)C(=O)NC(Cc1ccccc1)C(=O)O,CC(O)C(NC(=O)C(CC(=O)O)NC(=O)C(N)CCCCN)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
CC(C)C(NC(=O)CNC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,CC(C)C(NC(=O)CNC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
CC=CC(=O)O,CC=CC(=O)O,undefined,"burnt, roasted, milky",flavor_db
CCOC(=O)C(C)SC(C)C(=O)O,CCOC(=O)C(C)SC(C)C(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants
C(#N)C1=NNN=C1N,N#Cc1[nH]nnc1N,sour,pKa between 2 and 7,IUPAC Dissocation Constants
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)C(Br)P(=O)(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)C(Br)P(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db
C(CN(CCC(=O)O)[N+](=O)[O-])C(=O)O,O=C(O)CCN(CCC(=O)O)[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1OP(=O)(O)OP(=O)(O)OP(=O)(O)O,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1OP(=O)(O)OP(=O)(O)OP(=O)(O)O,sweet,sweet-like,flavor_db
CC(C)CC(NC(=O)C(CCC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,CC(C)CC(NC(=O)C(CCC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(OC1OC(CO)C(OC2OC(CO)C(OC4OC(CO)C(OC5OC(CO)C(OC6OC(CO)C(O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C2O)C(O)C1O)C3,C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(OC1OC(CO)C(OC2OC(CO)C(OC4OC(CO)C(OC5OC(CO)C(OC6OC(CO)C(O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C2O)C(O)C1O)C3,sweet,sweet-like,flavor_db
CCC(C)C(NC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(=O)O,CCC(C)C(NC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(=O)O,sweet,sweet,flavor_db
CC(=CCO)COC1OC(CO)C(O)C(OC(=O)Cc2ccc(O)cc2)C1OC(=O)Cc1ccc(O)cc1,CC(=CCO)COC1OC(CO)C(O)C(OC(=O)Cc2ccc(O)cc2)C1OC(=O)Cc1ccc(O)cc1,bitter,bitter,phytocompounds_db
CCOCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,CCOCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet,sweet-like,flavor_db
C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(OC6OC(CO)C(O)C(O)C6O)C5OC5OCC(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)C3,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(OC6OC(CO)C(O)C(O)C6O)C5OC5OCC(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)C3,sweet,"Sweet, Sweetness",chemtastes_db
CCCCCCC=CC=O,CCCCCCC=CC=O,undefined,"waxy, green, fatty, paper, melon, cucumber",flavor_db
C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C3,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C3,sweet,"Sweet, Sweetness",chemtastes_db
Nc1ncnc2c1ncn2C1OC(COP2(=O)OCCCO2)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP2(=O)OCCCO2)C(O)C1O,sweet,sweet-like,flavor_db
Cc1ccccc1O,Cc1ccccc1O,undefined,"phenol, musty, medicinal, phenolic",flavor_db
O=C(CCc1ccc(O)cc1)c1c(O)c(OC2OC(CO)C(O)C(O)C2O)c(O)c(OC2OC(CO)C(O)C(O)C2O)c1O,O=C(CCc1ccc(O)cc1)c1c(O)c(OC2OC(CO)C(O)C(O)C2O)c(O)c(OC2OC(CO)C(O)C(O)C2O)c1O,sweet,sweet-like,flavor_db
